# Rime user dictionary
#@/db_name	clover.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	35748
#@/user_id	snylonue-home-win10
dao le 	到了	c=8 d=1 t=21514
dao li 	导力	c=1 d=1 t=12418
dao li 	道理	c=4 d=1.00018 t=26455
dao lu 	道路	c=1 d=1 t=4290
dao lu shang 	道路上	c=1 d=1 t=32388
dao na 	到哪	c=1 d=1 t=22367
dao ping ban 	倒平板	c=1 d=1 t=11788
dao qian 	道歉	c=1 d=1 t=25920
dao qian yao lu chu du zi 	道歉要露出肚子	c=1 d=1 t=1128
dao ru 	导入	c=2 d=1 t=27525
dao shi 	倒是	c=8 d=1 t=34923
dao shi hou 	到时候	c=2 d=1.00005 t=35662
dao shu 	导数	c=2 d=1.99501 t=11384
dao shu di 	倒数第	c=0 d=0.1 t=3195
dao shu di san 	倒数第三	c=0 d=0.1 t=22732
dao shu di san duan 	倒数第三段	c=1 d=1 t=3196
dao shu di san zhang 	倒数第三张	c=1 d=1 t=22733
dao si 	到死	c=0 d=0.1 t=19495
dao si de 	到死的	c=1 d=1 t=19496
dao sui 	稻穗	c=0 d=0.1 t=1659
dao ti 	导体	c=1 d=1 t=7047
dao ti 	道题	c=0 d=0.1 t=10190
dao tui 	倒退	c=1 d=1 t=12074
dao wo shen bian 	到我身边	c=0 d=0.1 t=4073
dao xue an 	导学案	c=3 d=1.97045 t=25524
dao ye 	倒也	c=1 d=1 t=14736
dao ye shi 	倒也是	c=1 d=1 t=30588
dao yi xia 	到以下	c=1 d=1 t=17065
dao zhe ge 	到这个	c=1 d=1 t=24157
dao zhi 	倒置	c=1 d=1 t=32491
dao zhi 	导致	c=2 d=1 t=32490
dao zhuang 	倒装	c=1 d=1 t=8290
de 	地	c=29 d=1.00086 t=33939
de 	得	c=16 d=1 t=34676
de 	的	c=2233 d=15.1904 t=35748
de bian yuan 	的边缘	c=0 d=0.1 t=35179
de chu 	得出	c=1 d=1 t=19086
de da 	的大	c=1 d=1.099 t=5815
de dao 	得到	c=1 d=1 t=33585
de duo 	得多	c=1 d=1 t=19523
de guo 	德国	c=1 d=1 t=32531
de hua 	的话	c=2 d=0.0594521 t=35748
de kong jian 	的空间	c=0 d=0.1 t=5123
de le 	得了	c=3 d=0.100523 t=33963
de que 	的确	c=10 d=1.05559 t=30338
de ren 	的人	c=0 d=0.1 t=24411
de ren dou 	的人都	c=0 d=0.1 t=5818
de shi hou 	的时候	c=0 d=0.1 t=14022
de xia qu 	得下去	c=0 d=0.1 t=30715
de yao 	得要	c=1 d=1 t=27939
de yi 	得以	c=3 d=1 t=35308
de yi yu 	得益于	c=2 d=1.00002 t=30864
deng 	登	c=1 d=1 t=3957
deng 	等	c=15 d=1.00669 t=33326
deng bu ji 	等不及	c=1 d=1 t=27505
deng dao 	等到	c=1 d=1 t=21184
deng deng 	等等	c=1 d=1 t=30802
deng fang jia 	等放假	c=1 d=1 t=3676
deng ge 	等个	c=1 d=1 t=19539
deng hui 	等会	c=2 d=1 t=30229
deng ji 	等级	c=0 d=0.1 t=3490
deng jia yu 	等价于	c=2 d=1.99501 t=7533
deng jin qu 	等进去	c=1 d=1 t=3955
deng kuai ge 	登快阁	c=1 d=1 t=15183
deng lu 	登录	c=9 d=0.060334 t=35748
deng lu dao 	登录到	c=1 d=1 t=34922
deng lu hou 	登录后	c=1 d=1 t=34855
deng lu shang le 	登录上了	c=1 d=1 t=34898
deng lu wan 	登录玩	c=1 d=1 t=35040
deng ni 	等你	c=2 d=1 t=22267
deng ren 	等人	c=2 d=1 t=29868
deng shang 	登上	c=1 d=1 t=19575
deng shi 	等式	c=1 d=0.1 t=22132
deng shi 	等时	c=0 d=0.1 t=2627
deng shi cheng li 	等式成立	c=1 d=1 t=22133
deng wo 	等我	c=7 d=1.00006 t=26756
deng xia 	等下	c=4 d=0.28931 t=35748
deng xiao 	等效	c=0 d=0.1 t=3235
deng xiao chang du 	等效长度	c=1 d=1 t=3236
deng yi ge 	等一个	c=1 d=1 t=29371
deng yi hui 	等一会	c=1 d=1 t=2531
deng yu 	等于	c=4 d=1 t=24074
deng zhuang wan 	等装完	c=1 d=1 t=15444
di 	低	c=5 d=1 t=31380
di 	地	c=3 d=1 t=19019
di 	帝	c=1 d=1 t=10373
di 	底	c=1 d=1 t=9504
di 	第	c=8 d=0.1 t=23313
di 	荻	c=1 d=1 t=3684
di er 	第二	c=3 d=0.1 t=29329
di er ci 	第二次	c=2 d=1 t=12161
di er ding lv 	第二定律	c=1 d=1 t=29330
di er duan 	第二段	c=1 d=1 t=23314
di er ge 	第二个	c=1 d=1 t=3302
di er ji 	第二季	c=14 d=1.20639 t=34252
di er tian 	第二天	c=1 d=1 t=27499
di er xing 	第二性	c=1 d=1 t=21294
di er zhang 	第二张	c=1 d=1 t=2003
di fa 	底阀	c=1 d=1 t=18127
di fang 	地方	c=17 d=1.07654 t=34794
di fang ma 	地方吗	c=1 d=1 t=6942
di gong lv 	低功率	c=1 d=1 t=4268
di gu 	嘀咕	c=1 d=1 t=4321
di gui 	递归	c=3 d=1 t=24310
di he 	地核	c=1 d=1 t=11401
di ji 	地基	c=1 d=1 t=5353
di ji ci 	第几次	c=1 d=1 t=3716
di ji lou 	第几楼	c=1 d=1 t=3317
di jia 	低价	c=1 d=1 t=7345
di jian 	递减	c=1 d=1 t=9664
di man 	地幔	c=0 d=0.1 t=4398
di mi 	低迷	c=1 d=1 t=8028
di mian 	地面	c=1 d=1 t=6122
di qiu 	地球	c=1 d=1 t=4898
di qu 	地区	c=2 d=1 t=22940
di que 	的确	c=5 d=1 t=27424
di san 	第三	c=1 d=0.1 t=27634
di san ci 	第三次	c=1 d=1 t=34387
di san cong rong de 	第三从容的	c=1 d=1 t=3359
di san fang 	第三方	c=3 d=1 t=35601
di san fang ke hu duan 	第三方客户端	c=1 d=1 t=2954
di san ji 	第三季	c=1 d=1 t=34283
di san jie 	第三节	c=1 d=1 t=19528
di san juan 	第三卷	c=1 d=1 t=31100
di san sheng 	第三声	c=1 d=1 t=25846
di san ye 	第三页	c=1 d=1 t=27635
di shi ni 	迪士尼	c=2 d=1.88692 t=32446
di si ji 	第四季	c=1 d=1 t=29373
di si juan 	第四卷	c=1 d=1 t=31200
di si zhang 	第四章	c=3 d=2.37294 t=11150
di su xiao shuo 	低俗小说	c=1 d=1 t=1376
di tie 	地铁	c=3 d=2.78353 t=31080
di tu pao 	地图炮	c=1 d=1 t=15287
di tui 	递推	c=0 d=0.1 t=1425
di tui shi 	递推式	c=1 d=1 t=1426
di wang 	帝王	c=1 d=1 t=10358
di wei 	地位	c=2 d=1 t=18146
di wen 	低温	c=1 d=1 t=8678
di wu 	第五	c=0 d=0.1 t=24007
di wu ji 	第五集	c=1 d=1 t=24008
di xin 	底薪	c=0 d=0.1 t=4986
di xin da lu 	底薪大陆	c=1 d=1 t=4987
di yan chi 	低延迟	c=1 d=1 t=4581
di yi 	第一	c=4 d=1 t=31545
di yi ben 	第一本	c=3 d=1 t=27928
di yi bu fen 	第一部分	c=1 d=1 t=35268
di yi ci 	第一次	c=2 d=1 t=34996
di yi fan ying 	第一反应	c=4 d=1.07353 t=34595
di yi ge 	第一个	c=6 d=1.0001 t=27296
di yi ji 	第一季	c=9 d=2.74334 t=34295
di yi ji 	第一集	c=3 d=1.06621 t=24710
di yi tian 	第一天	c=2 d=1.05901 t=21141
di yi xiang 	第一项	c=1 d=1 t=3595
di yi xiao wen 	第一小问	c=1 d=1 t=9065
di yi yan 	第一眼	c=1 d=1 t=21404
di yi zhong 	第一种	c=2 d=1 t=8409
di yu 	低于	c=1 d=1 t=914
di zai 	滴在	c=0 d=0.1 t=35087
di zai le 	滴在了	c=1 d=1 t=35088
di zhi 	地址	c=3 d=0.0130029 t=35748
dian 	点	c=27 d=0.083527 t=35748
dian 	碘	c=1 d=1 t=22318
dian bo 	电波	c=0 d=0.1 t=34520
dian bo ta 	电波塔	c=1 d=1 t=34521
dian cai 	点菜	c=1 d=1 t=31182
dian chang 	电场	c=2 d=1.92312 t=23577
dian che 	电车	c=0 d=0.1 t=25194
dian che nan ti 	电车难题	c=1 d=1 t=25195
dian chi 	电池	c=2 d=1 t=24573
dian ci bo pu 	电磁波谱	c=1 d=1 t=3543
dian cuo le 	点错了	c=1 d=1 t=3935
dian dao 	点到	c=1 d=1 t=3694
dian di 	垫底	c=1 d=1 t=34303
dian dong shi 	电动势	c=2 d=1.09802 t=10726
dian fei 	电费	c=1 d=1 t=24534
dian fen 	淀粉	c=1 d=1 t=8843
dian hao 	点好	c=0 d=0.1 t=16097
dian he 	电荷	c=2 d=0.1 t=25529
dian he liang 	电荷量	c=1 d=1 t=12150
dian he shou heng 	电荷守恒	c=1 d=1 t=25530
dian hua 	电话	c=1 d=1 t=11839
dian ji 	电极	c=1 d=1 t=3182
dian jia 	电价	c=1 d=1 t=30288
dian jie 	电解	c=1 d=1 t=11485
dian jie chi 	电解池	c=1 d=1 t=3562
dian jin 	点进	c=0 d=0.1 t=29502
dian jin qu 	点进去	c=2 d=1 t=35018
dian ju 	电锯	c=0 d=0.1 t=1928
dian ju ren 	电锯人	c=6 d=1.0019 t=35728
dian kai 	点开	c=3 d=1.00001 t=35043
dian kai yi kan 	点开一看	c=1 d=1 t=12825
dian le 	点了	c=1 d=1 t=32250
dian li 	电力	c=1 d=1.056 t=17752
dian li 	电离	c=1 d=1 t=23387
dian liang 	电量	c=1 d=1 t=8
dian liu 	电流	c=1 d=1 t=15774
dian lu 	电路	c=3 d=1 t=18361
dian nao 	电脑	c=9 d=1 t=30671
dian nao ban 	电脑版	c=1 d=1 t=22320
dian nao jie 	电脑接	c=1 d=1 t=2113
dian nao shang 	电脑上	c=1 d=1 t=11826
dian qi 	电器	c=1 d=1 t=1171
dian qiao 	电桥	c=1 d=1 t=1983
dian rong qi 	电容器	c=1 d=1 t=19614
dian shang 	电商	c=0 d=0.1 t=1941
dian shi 	殿试	c=2 d=1 t=12793
dian shi 	电势	c=0 d=0.1 t=18334
dian shi 	电石	c=1 d=0.767206 t=35748
dian shi gao 	电势高	c=1 d=1 t=18335
dian wu 	玷污	c=1 d=1 t=6557
dian xian gan 	电线杆	c=1 d=1 t=27774
dian xin 	电信	c=2 d=1 t=34769
dian xing 	典型	c=3 d=1.00021 t=19196
dian xing xing xiang 	典型形象	c=1 d=1 t=28501
dian ya 	典雅	c=1 d=1 t=17602
dian ya 	电压	c=2 d=1.9802 t=9617
dian ying 	电影	c=8 d=0.743163 t=35748
dian yu zhang 	典狱长	c=3 d=2.85781 t=6167
dian yuan 	电源	c=1 d=1 t=1602
dian zan 	点赞	c=1 d=1 t=27174
dian zhe ge 	点这个	c=2 d=1.01897 t=25811
dian zi 	电子	c=3 d=0.1 t=34482
dian zi shu 	电子书	c=2 d=1 t=9656
dian zi you jian 	电子邮件	c=1 d=1 t=33213
dian zi you xi 	电子游戏	c=1 d=1 t=34483
dian zu 	电阻	c=1 d=0.1 t=11548
diao 	掉	c=3 d=0.0759572 t=35748
diao 	调	c=1 d=1 t=24098
diao 	钓	c=0 d=0.1 t=17111
diao dong 	调动	c=1 d=1 t=31255
diao du 	调度	c=1 d=1 t=1238
diao ge 	雕哥	c=2 d=1 t=25673
diao guo 	掉过	c=0 d=0.1 t=24978
diao huan 	调换	c=2 d=0.571209 t=35748
diao jin 	掉进	c=1 d=1 t=4653
diao le 	掉了	c=1 d=0.1 t=32585
diao lian zi 	掉链子	c=1 d=1 t=22659
diao ma 	掉吗	c=1 d=1 t=32248
diao wo 	掉我	c=1 d=1 t=17110
diao wo ne 	钓我呢	c=1 d=1 t=17112
diao yi xia 	调一下	c=1 d=1 t=11633
diao yong 	调用	c=4 d=2.8507 t=24082
diao yu 	钓鱼	c=1 d=1 t=12286
die 	叠	c=1 d=1 t=25839
die dai qi 	迭代器	c=1 d=1 t=1071
die jia 	叠加	c=1 d=1 t=1958
die jia tai 	叠加态	c=1 d=1 t=1908
ding 	定	c=3 d=1 t=30541
ding 	盯	c=1 d=1 t=23192
ding 	鼎	c=1 d=1 t=3519
ding dan 	订单	c=1 d=1 t=1681
ding de 	定的	c=1 d=1 t=25721
ding ding 	钉钉	c=16 d=1.02276 t=24568
ding ding hui yi 	钉钉会议	c=1 d=1 t=24273
ding kua ke 	顶夸克	c=0 d=0.1 t=5813
ding li 	定理	c=4 d=1 t=29860
ding li 	订立	c=1 d=1 t=29861
ding li suan ma 	定理算吗	c=1 d=1 t=18342
ding lv 	定律	c=2 d=1.00002 t=31040
ding qi 	定期	c=0 d=0.1 t=6477
ding qi sao miao 	定期扫描	c=1 d=1 t=6478
ding shang 	顶上	c=1 d=1 t=23190
ding shi 	定时	c=1 d=1 t=24658
ding tie 	顶帖	c=0 d=0.1 t=27159
ding wei 	定位	c=5 d=1 t=30746
ding wei qi 	定位器	c=1 d=1.08511 t=4396
ding xiang dao 	定向到	c=0 d=0.1 t=7272
ding xu 	定序	c=1 d=1 t=10751
ding yi 	定义	c=5 d=1 t=31494
ding yu 	定语	c=1 d=1 t=25147
ding yu cong ju 	定语从句	c=1 d=1 t=11578
ding yue 	订阅	c=1 d=1 t=6218
ding ze 	定则	c=2 d=1 t=14151
ding zheng 	订正	c=3 d=1.00004 t=24692
diu dao 	丢到	c=1 d=1 t=2748
diu ge 	丢个	c=1 d=1 t=15965
diu shi 	丢失	c=1 d=1 t=6422
dong 	东	c=2 d=1.06847 t=34639
dong 	动	c=2 d=0.103698 t=19458
dong 	懂	c=3 d=1 t=29353
dong 	栋	c=0 d=0.1 t=7075
dong ao hui 	冬奥会	c=2 d=1.81058 t=33579
dong dang de 	动荡的	c=1 d=1 t=14859
dong de 	懂得	c=0 d=0.1 t=14393
dong de 	懂的	c=2 d=2.02163 t=28841
dong de geng duo 	懂的更多	c=1 d=1 t=28839
dong fang 	东方	c=5 d=1 t=35720
dong ha 	东哈	c=0 d=0.1 t=9872
dong hang 	东航	c=1 d=1 t=30739
dong hua 	动画	c=73 d=0.922875 t=35748
dong hua gong si 	动画公司	c=1 d=1 t=16298
dong hua hua 	动画化	c=1 d=1 t=10824
dong hua li 	动画里	c=1 d=1 t=23955
dong hua shi 	动画史	c=1 d=1 t=8254
dong jing 	东京	c=1 d=1 t=25182
dong jing jie he 	动静结合	c=1 d=1 t=19397
dong le 	动了	c=1 d=1 t=1106
dong le 	懂了	c=9 d=1 t=23336
dong li 	动力	c=1 d=0.509156 t=35748
dong li yuan 	动力源	c=1 d=1 t=10116
dong liang 	动量	c=1 d=1 t=18304
dong nan ya 	东南亚	c=2 d=1.07189 t=17367
dong neng 	动能	c=5 d=1.00006 t=20280
dong shou 	动手	c=1 d=1 t=6136
dong tai 	动态	c=2 d=1.37719 t=19453
dong tai de 	动态的	c=1 d=1 t=20309
dong tian 	冬天	c=1 d=1 t=29775
dong tu 	动图	c=1 d=1 t=27492
dong wu 	动物	c=1 d=0.100659 t=12333
dong wu xi bao 	动物细胞	c=1 d=1 t=11829
dong wu xi bao pei yang 	动物细胞培养	c=1 d=1 t=12334
dong xi 	东西	c=46 d=0.414804 t=35748
dong xi neng chi 	东西能吃	c=1 d=1 t=16964
dong ye gui wu 	东野圭吾	c=2 d=1.20701 t=35707
dong yong 	动用	c=0 d=0.1 t=34671
dong zhi 	东芝	c=0 d=0.1 t=33658
dong zhi yi dian 	东之伊甸	c=1 d=1 t=34640
dong zhi yi dian 	东芝伊甸	c=4 d=2.91947 t=34639
dong zuo 	动作	c=1 d=1 t=8374
dou 	抖	c=1 d=1 t=6200
dou 	都	c=102 d=2.03167 t=35748
dou ba 	都把	c=1 d=1 t=11681
dou ban 	豆瓣	c=3 d=1 t=32831
dou bi 	都比	c=1 d=0.201897 t=35748
dou bu 	都不	c=1 d=1 t=11343
dou bu shi 	都不是	c=2 d=1.00381 t=3444
dou cheng wei 	都成为	c=1 d=1 t=8543
dou di zhu 	斗地主	c=1 d=1 t=33942
dou dong 	都懂	c=2 d=1 t=26457
dou dou 	抖抖	c=1 d=1 t=7006
dou gan shang 	都赶上	c=1 d=1 t=25903
dou gou 	都够	c=1 d=1 t=2503
dou hao 	逗号	c=1 d=1 t=15822
dou he 	都和	c=2 d=1.00016 t=27914
dou hui 	都会	c=7 d=0.677057 t=35748
dou hui shi 	都会是	c=1 d=1 t=34134
dou ke 	都可	c=0 d=0.1 t=3993
dou ke yi 	都可以	c=4 d=1 t=27873
dou mei 	都没	c=0 d=0.1 t=15804
dou mei fa sheng 	都没发生	c=1 d=1 t=35525
dou mei le 	都没了	c=1 d=1 t=33936
dou mei she 	都没设	c=1 d=1 t=15805
dou neng 	都能	c=7 d=1.00348 t=29208
dou ren wei 	都认为	c=1 d=1 t=2290
dou shi 	都是	c=33 d=1.00239 t=35710
dou shi zheng de 	都是正的	c=1 d=1 t=10593
dou suan 	都算	c=2 d=1.00168 t=4611
dou xi huan 	都喜欢	c=2 d=1 t=26016
dou xiang 	都想	c=1 d=1 t=31850
dou xiang shi 	都想是	c=1 d=1 t=19415
dou xiang zheng 	都象征	c=1 d=1 t=17624
dou yao 	都要	c=4 d=1 t=33930
dou ye 	豆业	c=0 d=0.1 t=35705
dou ye gui wu 	豆业鬼屋	c=1 d=1 t=35706
dou yi yang 	都一样	c=0 d=0.1 t=856
dou yin 	抖音	c=1 d=1 t=22981
dou you 	都有	c=13 d=1 t=32150
dou zai 	都在	c=3 d=1 t=24817
dou zai shuo 	都在说	c=1 d=1 t=29429
dou zheng 	斗争	c=1 d=1 t=32073
dou zhuan 	都转	c=1 d=1 t=29049
du 	度	c=3 d=1 t=33713
du 	毒	c=0 d=0.1 t=27049
du 	读	c=8 d=1.00328 t=25836
du 	赌	c=2 d=1.00002 t=3316
du 	镀	c=1 d=1 t=12368
du ben 	读本	c=1 d=1.01262 t=11629
du cai 	独裁	c=1 d=1 t=32070
du cha yuan 	督察员	c=1 d=1 t=4285
du cu 	督促	c=1 d=1 t=3257
du de 	读的	c=1 d=1 t=27927
du dong 	读懂	c=1 d=1 t=32985
du guo 	度过	c=1 d=1 t=10110
du he 	都合	c=1 d=1 t=6226
du hou 	读后	c=0 d=0.1 t=15093
du hou gan 	读后感	c=2 d=1.08804 t=8202
du hou xu xie 	读后续写	c=1 d=1 t=15094
du ji tang 	毒鸡汤	c=1 d=1 t=27050
du jia cun 	度假村	c=1 d=1 t=13244
du jin qu 	读进去	c=1 d=1 t=20747
du li 	独立	c=2 d=1 t=14918
du li dong shi 	独立董事	c=0 d=0.1 t=5818
du li xing 	独立性	c=0 d=0.1 t=16859
du li xing jian yan 	独立性检验	c=1 d=1 t=16860
du liu 	毒瘤	c=2 d=1.94176 t=22391
du lun 	度论	c=1 d=1 t=2536
du lun 	渡轮	c=0 d=0.1 t=2534
du nai 	毒奶	c=1 d=1 t=34850
du ping lun 	读评论	c=1 d=1 t=24758
du qi lai 	读起来	c=2 d=1 t=10988
du qu 	读取	c=1 d=1 t=12727
du shu 	读书	c=2 d=0.1 t=28751
du shu bi ji 	读书笔记	c=2 d=1 t=32386
du shu fen xiang 	读书分享	c=1 d=1 t=28752
du te 	独特	c=2 d=1.01645 t=34648
du te de 	独特的	c=1 d=0.1 t=21566
du wan 	读完	c=0 d=0.1 t=11201
du wan le 	读完了	c=1 d=1 t=24860
du xia qu 	度下去	c=1 d=1 t=11089
du xie 	读写	c=3 d=1.97045 t=12586
du yi bian 	读一遍	c=1 d=1 t=20285
du zhe 	读者	c=3 d=1 t=24027
du zi 	肚子	c=1 d=1.03182 t=1356
duan 	段	c=2 d=1 t=31621
duan 	短	c=1 d=1 t=14084
duan 	端	c=4 d=1 t=34798
duan dao duan 	端到端	c=1 d=1 t=23931
duan ju 	断句	c=3 d=1 t=25593
duan ju 	短剧	c=1 d=1 t=9180
duan ju 	短距	c=1 d=1 t=9181
duan ju 	端居	c=1 d=1 t=9182
duan ju bu tai dui 	断句不太对	c=1 d=1 t=16558
duan kai 	断开	c=2 d=1 t=19646
duan kou 	端口	c=2 d=1 t=23846
duan lian 	锻炼	c=2 d=1 t=27437
duan pian 	短片	c=3 d=0.0720785 t=35748
duan pian 	短篇	c=3 d=0.0724398 t=35748
duan shi 	短视	c=1 d=1 t=10522
duan shi jian 	短时间	c=1 d=1 t=10915
duan zai 	断在	c=2 d=1 t=30243
duan zan 	短暂	c=1 d=1 t=1499
duan zhang qu yi 	断章取义	c=1 d=1 t=2006
dui 	堆	c=2 d=0.194952 t=35748
dui 	对	c=84 d=1.33008 t=35157
dui ba 	对吧	c=1 d=1 t=7207
dui bi 	对比	c=3 d=0.1 t=30275
dui bi xia 	对比下	c=2 d=1.00029 t=31904
dui bi yi xia 	对比一下	c=1 d=1 t=149
dui bu dui 	对不对	c=1 d=1 t=13845
dui bu qi 	对不起	c=1 d=1 t=4297
dui chen xing 	对称性	c=1 d=1 t=17260
dui cuo 	对错	c=1 d=0.728135 t=10657
dui cuo cuo 	对错错	c=1 d=1 t=17290
dui de 	对的	c=1 d=1 t=27053
dui dui 	对对	c=2 d=1.99005 t=10661
dui hao ru zuo 	对号入座	c=1 d=1 t=2591
dui hua 	对话	c=7 d=1.47044 t=35748
dui jia ting 	对家庭	c=1 d=1 t=9756
dui le 	对了	c=1 d=1 t=4902
dui li 	对立	c=1 d=1 t=19360
dui li mian 	对立面	c=1 d=0.054204 t=35748
dui nei 	对内	c=1 d=1 t=10369
dui qi 	对齐	c=1 d=1 t=26249
dui shu 	对数	c=1 d=1.1 t=20042
dui shu ping jun 	对数平均	c=1 d=1 t=20043
dui ta 	对他	c=1 d=1 t=18015
dui ta men 	对他们	c=2 d=1.00001 t=8476
dui wei lai 	对未来	c=1 d=1 t=29255
dui wo 	对我	c=4 d=1 t=21650
dui xian 	对弦	c=1 d=1 t=9142
dui xian 	对线	c=1 d=1.07045 t=113
dui xian tie 	对线贴	c=1 d=1 t=114
dui xiang 	对象	c=3 d=1 t=30060
dui ya 	对呀	c=2 d=0.145148 t=35748
dui ying 	对应	c=13 d=1 t=33079
dui ying qi lai 	对应起来	c=1 d=1 t=12652
dui yu 	对于	c=10 d=0.0550232 t=35748
dui yu cuo 	对与错	c=1 d=1 t=2423
dui zhe 	堆着	c=1 d=1 t=35074
dui zhe 	对着	c=6 d=1 t=30557
dun niang 	盾娘	c=2 d=1 t=20669
dun shi 	顿时	c=1 d=1 t=4440
dun yong 	盾勇	c=1 d=1 t=29930
duo 	堕	c=1 d=1 t=16723
duo 	多	c=15 d=0.453845 t=35748
duo 	夺	c=1 d=1 t=3474
duo bi qiu 	躲避球	c=1 d=1 t=29724
duo biao qian 	多标签	c=2 d=1 t=27685
duo bu 	踱步	c=0 d=0.1 t=6169
duo chang jian 	多常见	c=1 d=1 t=15190
duo chuan 	多穿	c=0 d=0.1 t=2808
duo chuan dian 	多穿点	c=1 d=1 t=2809
duo da 	多大	c=0 d=0.100443 t=26280
duo fang 	多放	c=0 d=0.1 t=32553
duo fang dian 	多放点	c=1 d=1 t=32554
duo ge 	多个	c=3 d=1 t=35463
duo gei 	多给	c=0 d=0.1 t=15834
duo gei dian 	多给点	c=1 d=1 t=15835
duo hao 	多好	c=1 d=1 t=21222
duo ji 	多级	c=1 d=1 t=8631
duo jiu 	多久	c=3 d=1 t=20538
duo kan 	多看	c=1 d=1 t=4366
duo kui 	多亏	c=1 d=1 t=27947
duo lai 	多来	c=1 d=1 t=27973
duo lai dian 	多来点	c=3 d=1.00027 t=29730
duo le 	多了	c=6 d=1.01596 t=28424
duo liu 	多流	c=1 d=1 t=27084
duo luo luo 	多罗罗	c=1 d=1 t=3826
duo mei ti 	多媒体	c=2 d=1 t=29659
duo nian 	多年	c=3 d=1 t=28673
duo nian qian 	多年前	c=1 d=1 t=1401
duo nian yi hou 	多年以后	c=1 d=1 t=8140
duo qi lai 	多起来	c=0 d=0.1 t=20977
duo qi lai le 	多起来了	c=1 d=1 t=20978
duo quan 	夺权	c=1 d=1 t=10378
duo ren 	多人	c=0 d=0.1 t=11424
duo ren wu 	多任务	c=1 d=1 t=20932
duo shao 	多少	c=6 d=0.165875 t=30537
duo shao fen 	多少分	c=1 d=1 t=26371
duo she 	夺舍	c=1 d=1 t=18842
duo shou 	多首	c=1 d=1 t=30090
duo shua xin 	多刷新	c=1 d=1 t=2883
duo tiao 	多条	c=0 d=0.1 t=16446
duo tiao ming ling 	多条命令	c=1 d=1 t=6484
duo tiao nei rong 	多条内容	c=1 d=1 t=16447
duo xiang 	多香	c=1 d=1 t=1947
duo xiao 	多小	c=1 d=1 t=15542
duo xuan 	多选	c=1 d=1 t=13359
duo xue 	多学	c=1 d=1 t=29581
duo yi dian 	多一点	c=2 d=1.2658 t=35672
duo yong hu 	多用户	c=1 d=1 t=35410
duo zuo dian 	多做点	c=2 d=1.99005 t=35402
duo zuo dian ti 	多做点题	c=1 d=1 t=7385
e 	俄	c=1 d=1 t=11995
e 	恶	c=3 d=1 t=27942
e du 	恶毒	c=1 d=1 t=18665
e duo 	恶堕	c=9 d=1 t=27404
e hua 	恶化	c=1 d=1 t=35353
e luo si 	俄罗斯	c=4 d=3.23054 t=10333
e mo ren 	恶魔人	c=6 d=1 t=13956
e pang gong fu 	阿房宫赋	c=1 d=1 t=10734
e si 	饿死	c=1 d=1 t=10797
e wu 	俄乌	c=1 d=1 t=19664
e yi 	恶意	c=1 d=1 t=32729
e yun 	厄运	c=1 d=1 t=9057
ei 	诶	c=1 d=1 t=8232
en 	恩	c=0 d=0.1 t=3914
en bo 	恩波	c=1 d=1 t=30585
er 	二	c=7 d=1 t=30535
er 	而	c=24 d=1.2514 t=33568
er 	耳	c=1 d=1 t=34527
er bei 	尔辈	c=1 d=1 t=10932
er bu 	而不	c=0 d=0.1 t=30895
er bu shi 	而不是	c=11 d=1 t=32341
er chuang 	二创	c=1 d=1 t=21653
er ci yuan 	二次元	c=3 d=1 t=29625
er dang 	而当	c=1 d=1 t=18865
er dao 	而到	c=0 d=0.1 t=17606
er dao le 	而到了	c=2 d=1.81058 t=17649
er duan 	二段	c=0 d=0.1 t=23313
er duo 	耳朵	c=3 d=1 t=33827
er fu za 	而复杂	c=1 d=1 t=15029
er jiu 	二舅	c=4 d=1.00019 t=34704
er lai 	而来	c=1 d=1 t=19276
er lei 	二类	c=2 d=1.93707 t=4178
er li ti 	而立体	c=1 d=1 t=15031
er liang 	二两	c=0 d=0.1 t=18152
er liang ren 	二两人	c=1 d=1 t=18153
er nian ji 	二年级	c=2 d=1.99005 t=29914
er qian qu 	而前驱	c=1 d=1 t=10863
er qian zhe 	而前者	c=1 d=1 t=17554
er qie 	而且	c=49 d=0.921517 t=35748
er ren 	二人	c=1 d=1 t=17609
er ren zhuan 	二人转	c=1 d=1 t=17623
er shi 	而是	c=12 d=1.01897 t=34736
er shi nian 	二十年	c=1 d=1 t=30318
er shi shi ji 	二十世纪	c=1 d=1 t=1170
er shi si 	二十四	c=2 d=1.89137 t=33576
er ta 	而她	c=1 d=1 t=17513
er tai 	二台	c=1 d=1 t=25397
er tan hua he wu 	二碳化合物	c=1 d=1 t=26153
er tong shi 	儿童室	c=1 d=1 t=35140
er wei ma 	二维码	c=2 d=1 t=11619
er wei ma shi bie 	二维码识别	c=1 d=1 t=2524
er xiang fen bu 	二项分布	c=5 d=1.00694 t=15115
er xuan yi 	二选一	c=1 d=1 t=28925
er xue sheng 	而学生	c=1 d=1 t=22769
er yi 	而已	c=3 d=1 t=23245
er yuan 	二元	c=0 d=0.1 t=2029
er yuan yi ci 	二元一次	c=1 d=1 t=2030
er zai 	而在	c=1 d=1 t=7747
er zhe 	二者	c=3 d=1 t=16350
er zhe 	而这	c=1 d=1 t=18281
er zhi jian 	二酯键	c=1 d=1 t=12356
er zhou mu 	二周目	c=1 d=1 t=7070
er zi 	儿子	c=1 d=1 t=18088
